GQ Geiger Muller Counter Data Logger
Date Time,mR/h,CPM,1s,2s,3s,4s,5s,6s,7s,8s,9s,10s,11s,12s,13s,14s,15s,16s,17s,18s,19s,20s,21s,22s,23s,24s,25s,26s,27s,28s,29s,30s,31s,32s,33s,34s,35s,36s,37s,38s,39s,40s,41s,42s,43s,44s,45s,46s,47s,48s,49s,50s,51s,52s,53s,54s,55s,56s,57s,58s,59s,60s,
2022-09-08 10:39,0.00900,18,0,0,0,0,0,1,2,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,3,1,0,
2022-09-08 10:40,0.00850,17,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,
2022-09-08 10:41,0.00800,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,1,1,0,0,
2022-09-08 10:42,0.01100,22,0,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,2,2,0,0,0,0,0,
2022-09-08 10:43,0.01000,20,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,2,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,
2022-09-08 10:44,0.01150,23,0,0,0,0,0,0,1,1,2,0,0,1,0,1,2,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,2,0,2,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,
2022-09-08 10:45,0.01200,24,0,0,3,1,1,1,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,
2022-09-08 10:46,0.00900,18,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2,0,1,0,0,0,0,0,0,0,0,0,
2022-09-08 10:47,0.01100,22,0,1,0,0,0,0,0,0,1,2,0,1,0,0,1,2,2,0,1,0,1,0,0,1,1,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,
2022-09-08 10:48,0.01350,27,1,1,2,0,0,0,0,1,0,0,0,1,0,0,2,0,0,3,0,0,0,0,0,0,1,0,1,0,0,0,2,2,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,3,0,0,0,1,0,0,0,1,
2022-09-08 10:49,0.01150,23,0,0,1,0,1,0,0,1,0,0,1,0,2,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,2,1,1,0,1,0,0,0,0,0,1,1,0,
2022-09-08 10:50,0.00950,19,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,3,0,1,0,
2022-09-08 10:51,0.01200,24,0,0,2,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,1,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,
2022-09-08 10:52,0.00900,18,0,2,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,
2022-09-08 10:53,0.01000,20,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,1,2,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,
2022-09-08 10:54,0.00900,18,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,
2022-09-08 10:55,0.00900,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,2,1,1,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,
2022-09-08 10:56,0.01050,21,1,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,2,0,1,0,1,0,0,0,0,0,1,0,0,2,
2022-09-08 10:57,0.00850,17,1,0,0,0,0,0,1,0,0,1,0,0,2,0,1,0,2,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,
2022-09-08 10:58,0.00850,17,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,
2022-09-08 10:59,0.00950,19,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,3,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,
2022-09-08 11:00,0.00900,18,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,
2022-09-08 11:01,0.00700,14,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,
2022-09-08 11:02,0.00700,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,
2022-09-08 11:03,0.01450,29,0,0,1,1,2,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,2,1,1,0,0,0,1,1,0,0,0,1,1,0,1,1,0,0,1,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,
2022-09-08 11:04,0.01350,27,0,0,0,0,2,0,0,1,0,0,0,1,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,1,0,0,1,0,2,0,1,1,1,1,1,0,0,1,1,0,1,0,1,0,1,0,0,
2022-09-08 11:05,0.01000,20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,2,0,1,0,0,1,0,0,0,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,2,0,0,0,1,0,0,0,0,
2022-09-08 11:06,0.01100,22,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,1,0,0,1,0,1,0,0,0,1,0,2,2,0,0,1,0,1,0,0,0,0,0,0,1,0,
2022-09-08 11:07,0.00700,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,
2022-09-08 11:08,0.01350,27,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,1,2,0,2,0,0,0,1,1,2,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,2,
2022-09-08 11:09,0.01100,22,0,1,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,1,0,0,1,0,1,0,1,2,0,0,0,
2022-09-08 11:10,0.01050,21,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,2,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,2,0,1,0,0,1,0,
2022-09-08 11:11,0.01150,23,0,1,1,0,1,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,2,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,
2022-09-08 11:12,0.01150,23,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,2,0,2,0,1,0,2,0,0,1,0,1,
2022-09-08 11:13,0.01000,20,2,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,
2022-09-08 11:14,0.01000,20,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,2,0,0,0,2,1,1,0,0,
2022-09-08 11:15,0.01000,20,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,2,1,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,
2022-09-08 11:16,0.01450,29,0,0,0,1,0,2,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,1,1,1,2,0,0,1,2,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,3,0,0,1,0,1,1,
2022-09-08 11:17,0.01150,23,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,1,0,0,0,1,0,0,0,1,0,0,2,1,0,0,1,0,
2022-09-08 11:18,0.00850,17,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,2,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,
2022-09-08 11:19,0.01150,23,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2,0,0,2,0,0,1,1,0,0,0,1,0,2,0,0,0,1,0,0,0,1,0,0,2,0,0,1,0,0,0,3,0,1,0,0,1,1,0,
2022-09-08 11:20,0.01050,21,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,3,1,0,1,0,
2022-09-08 11:21,0.00950,19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,2,0,0,2,1,0,2,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,
2022-09-08 11:22,0.00900,18,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,
2022-09-08 11:23,0.00750,15,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,
2022-09-08 11:24,0.00900,18,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,1,0,
2022-09-08 11:25,0.01050,21,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,2,1,0,0,0,1,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,2,1,0,0,0,
2022-09-08 11:26,0.01150,23,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,2,0,0,1,0,0,0,0,0,0,2,3,1,1,1,0,0,2,1,0,0,1,0,
2022-09-08 11:27,0.01250,25,0,0,0,2,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,2,1,0,0,1,1,0,3,2,0,
2022-09-08 11:28,0.01150,23,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,1,0,0,0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,3,1,0,
2022-09-08 11:29,0.01150,23,2,0,0,0,1,2,1,0,2,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,2,1,1,
2022-09-08 11:30,0.00800,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,2,
2022-09-08 11:31,0.00750,15,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,
2022-09-08 11:32,0.01150,23,2,0,0,0,0,2,0,0,1,0,1,0,0,1,1,1,0,2,2,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,
2022-09-08 11:33,0.00750,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,
2022-09-08 11:34,0.00900,18,0,1,0,0,0,2,0,0,0,0,2,0,1,0,0,0,0,0,1,1,1,1,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,
2022-09-08 11:35,0.01450,29,2,0,0,1,0,1,1,0,1,2,1,1,1,0,1,0,1,0,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,
2022-09-08 11:36,0.01350,27,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,2,0,0,1,1,0,2,0,1,1,1,0,0,0,0,0,0,0,1,1,1,2,
2022-09-08 11:37,0.01300,26,0,1,0,0,1,2,0,0,0,2,0,1,0,0,2,1,0,1,0,0,0,0,2,0,0,0,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,2,0,0,0,0,0,
2022-09-08 11:38,0.00750,15,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,
2022-09-08 11:39,0.01050,21,0,0,1,0,0,0,0,0,1,2,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,
2022-09-08 11:40,0.00850,17,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,
2022-09-08 11:41,0.00700,14,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022-09-08 11:42,0.01650,33,0,1,0,0,0,0,0,0,0,0,2,0,1,1,0,0,3,0,0,1,1,1,2,1,1,0,1,1,0,1,1,0,1,0,1,2,0,1,0,1,0,1,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,1,0,1,
2022-09-08 11:43,0.01200,24,1,1,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,2,1,1,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
2022-09-08 11:44,0.00900,18,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,2,0,
2022-09-08 11:45,0.01300,26,1,1,0,0,0,2,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,2,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,1,0,1,0,0,0,0,
2022-09-08 11:46,0.01200,24,0,0,1,3,1,0,0,0,0,2,0,0,1,1,0,0,1,0,0,0,0,0,2,1,1,0,0,0,1,1,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,
2022-09-08 11:47,0.00950,19,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,3,0,0,1,0,1,0,0,0,0,0,1,
2022-09-08 11:48,0.01100,22,0,0,1,2,2,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,1,0,
2022-09-08 11:49,0.01150,23,0,2,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,2,2,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,
2022-09-08 11:50,0.01050,21,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,2,0,0,2,0,0,2,1,0,0,
2022-09-08 11:51,0.01300,26,2,1,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,2,1,1,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,2,0,1,0,
2022-09-08 11:52,0.01250,25,0,0,0,0,1,0,0,2,0,2,0,1,1,0,0,2,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,2,1,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022-09-08 11:53,0.01450,29,1,1,3,2,0,0,0,1,0,1,0,1,0,1,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,2,0,2,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,
2022-09-08 11:54,0.00800,16,0,2,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,
2022-09-08 11:55,0.01150,23,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,1,1,0,0,1,2,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,
2022-09-08 11:56,0.00800,16,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,2,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,
2022-09-08 11:57,0.01050,21,1,0,0,3,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,1,2,0,0,0,1,0,0,1,0,0,2,0,
2022-09-08 11:58,0.00800,16,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,2,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022-09-08 11:59,0.00600,12,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,
2022-09-08 12:00,0.01100,22,0,0,2,0,1,2,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,0,0,1,1,
2022-09-08 12:01,0.00900,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,2,0,0,2,0,3,0,1,0,0,2,
2022-09-08 12:02,0.00850,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,1,2,0,1,0,0,1,0,0,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
2022-09-08 12:03,0.01250,25,0,0,1,1,0,2,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,1,0,1,0,0,2,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,0,0,0,1,0,1,1,0,0,1,0,0,0,
2022-09-08 12:04,0.00950,19,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,2,1,0,0,0,0,0,0,0,1,1,0,2,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,
2022-09-08 12:05,0.01050,21,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,2,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,
