GQ Geiger Muller Counter Data Logger
Date Time,mR/h,CPM,1s,2s,3s,4s,5s,6s,7s,8s,9s,10s,11s,12s,13s,14s,15s,16s,17s,18s,19s,20s,21s,22s,23s,24s,25s,26s,27s,28s,29s,30s,31s,32s,33s,34s,35s,36s,37s,38s,39s,40s,41s,42s,43s,44s,45s,46s,47s,48s,49s,50s,51s,52s,53s,54s,55s,56s,57s,58s,59s,60s,
2022-09-08 09:23,0.01050,21,1,0,0,0,2,0,1,0,0,3,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,2,0,1,
2022-09-08 09:24,0.01400,28,0,0,0,0,0,0,3,0,2,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,2,1,1,1,0,1,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,1,0,0,2,2,1,1,1,0,0,1,0,0,0,
2022-09-08 09:25,0.01200,24,0,0,1,1,0,0,0,0,1,2,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,2,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,1,1,0,0,
2022-09-08 09:26,0.00850,17,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,2,1,1,0,0,0,1,0,1,0,1,0,0,2,0,
2022-09-08 09:27,0.01050,21,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,1,1,0,0,0,0,1,0,2,0,0,
2022-09-08 09:28,0.01000,20,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,2,0,0,0,1,1,0,0,1,0,0,0,1,0,
2022-09-08 09:29,0.01050,21,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,1,0,2,1,
2022-09-08 09:30,0.00900,18,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,
2022-09-08 09:31,0.01100,22,0,1,1,1,0,3,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,2,1,0,
2022-09-08 09:32,0.00900,18,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,1,1,0,0,1,0,0,0,0,2,1,0,0,1,1,1,0,1,
2022-09-08 09:33,0.01100,22,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,1,2,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,
2022-09-08 09:34,0.01050,21,0,0,0,0,0,1,0,1,1,0,0,0,1,2,1,2,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,
2022-09-08 09:35,0.01050,21,0,2,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,
2022-09-08 09:36,0.00600,12,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,
2022-09-08 09:37,0.01150,23,0,0,0,0,1,1,0,1,1,2,0,0,0,0,0,0,1,0,2,0,1,0,2,0,2,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
2022-09-08 09:38,0.01100,22,2,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,
2022-09-08 09:39,0.00700,14,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
2022-09-08 09:40,0.01150,23,0,1,1,0,0,0,0,0,0,0,1,2,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,2,2,1,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,
2022-09-08 09:41,0.01000,20,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,1,0,0,0,1,1,0,2,0,
2022-09-08 09:42,0.01350,27,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,2,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,1,1,3,0,2,
2022-09-08 09:43,0.00600,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,
2022-09-08 09:44,0.01000,20,0,1,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,2,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,2,0,0,
2022-09-08 09:45,0.00900,18,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,1,0,0,0,0,1,
2022-09-08 09:46,0.01350,27,1,1,1,1,0,1,0,2,1,1,0,0,0,0,0,2,1,0,1,0,2,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,
2022-09-08 09:47,0.00900,18,0,0,2,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,
2022-09-08 09:48,0.00900,18,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,
2022-09-08 09:49,0.01050,21,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,2,1,1,0,1,2,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,
2022-09-08 09:50,0.01450,29,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,2,0,1,2,0,0,1,0,2,2,0,0,0,0,2,1,0,1,2,1,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,2,
2022-09-08 09:51,0.01050,21,2,0,2,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,1,0,1,0,1,0,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,
2022-09-08 09:52,0.00800,16,0,1,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,
2022-09-08 09:53,0.01300,26,0,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,3,1,0,1,0,0,0,1,0,2,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,1,2,0,
2022-09-08 09:54,0.00900,18,0,1,0,1,1,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,3,1,0,0,1,1,0,0,0,0,0,
2022-09-08 09:55,0.01000,20,1,1,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,
2022-09-08 09:56,0.00950,19,1,0,1,0,1,0,1,0,0,0,0,0,1,2,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,
2022-09-08 09:57,0.01150,23,0,0,1,1,1,0,0,0,0,0,0,1,1,0,3,2,0,1,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,
2022-09-08 09:58,0.00800,16,0,1,0,0,0,1,0,0,0,2,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,
2022-09-08 09:59,0.00850,17,1,0,1,0,0,2,1,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,
2022-09-08 10:00,0.01200,24,0,2,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,2,0,0,1,0,1,0,2,1,0,1,1,0,0,0,0,
2022-09-08 10:01,0.01100,22,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,2,2,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,1,1,0,0,1,0,0,0,
2022-09-08 10:02,0.01000,20,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,2,1,0,1,0,0,0,0,1,0,1,0,0,0,0,2,1,0,1,0,0,0,1,0,
2022-09-08 10:03,0.01150,23,0,0,0,1,1,2,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,2,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,
2022-09-08 10:04,0.00950,19,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,2,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,2,1,1,0,0,0,0,1,0,0,
2022-09-08 10:05,0.00900,18,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,1,1,1,1,0,1,0,
2022-09-08 10:06,0.00950,19,0,1,0,0,1,0,1,0,0,0,0,0,2,0,0,1,0,1,0,0,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,
2022-09-08 10:07,0.01100,22,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,
2022-09-08 10:08,0.01450,29,0,0,0,1,1,0,0,0,0,0,0,2,0,0,1,0,2,2,1,1,1,1,2,0,1,0,2,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
2022-09-08 10:09,0.00800,16,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,2,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,
2022-09-08 10:10,0.01100,22,0,0,1,0,1,0,1,0,0,0,0,1,0,0,2,0,1,0,0,1,2,1,0,0,2,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
2022-09-08 10:11,0.01150,23,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,2,0,2,1,0,0,0,0,0,1,0,1,2,0,1,0,
2022-09-08 10:12,0.01700,34,1,0,2,1,0,0,4,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,2,0,0,1,1,0,0,0,1,0,0,1,2,0,0,1,2,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,3,0,0,0,
2022-09-08 10:13,0.00800,16,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,
2022-09-08 10:14,0.01250,25,0,0,1,0,1,0,2,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,3,1,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,2,0,1,0,0,
2022-09-08 10:15,0.01250,25,0,1,1,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,2,1,0,1,1,0,0,0,0,2,0,0,2,1,0,0,0,1,
2022-09-08 10:16,0.01050,21,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,3,1,0,2,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,2,1,0,0,0,0,0,0,
2022-09-08 10:17,0.01750,35,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,1,1,1,1,2,0,1,1,2,0,0,0,1,1,1,0,0,1,0,2,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0,3,0,2,1,0,0,0,0,
2022-09-08 10:18,0.01150,23,1,0,0,0,1,1,0,0,0,2,0,1,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,1,0,0,
2022-09-08 10:19,0.01000,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,1,0,0,3,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,
2022-09-08 10:20,0.01100,22,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,1,1,1,0,0,1,0,0,0,1,2,0,1,1,0,1,0,0,
2022-09-08 10:21,0.00800,16,0,0,0,1,0,0,2,1,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,
2022-09-08 10:22,0.01400,28,1,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,2,0,1,1,1,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,1,0,0,0,0,0,2,0,2,2,0,0,0,0,1,0,
2022-09-08 10:23,0.00850,17,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,
2022-09-08 10:24,0.01200,24,0,0,2,1,0,0,1,0,0,0,0,0,0,1,0,0,2,1,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,2,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,
2022-09-08 10:25,0.01200,24,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,2,0,1,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,1,2,1,0,
2022-09-08 10:26,0.01050,21,0,0,1,0,0,0,2,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,2,0,0,2,
2022-09-08 10:27,0.01100,22,0,2,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,1,0,1,0,1,2,1,0,0,0,0,0,1,0,0,1,0,0,0,
2022-09-08 10:28,0.01200,24,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,2,0,0,0,1,0,1,0,0,0,2,0,2,1,1,2,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,
2022-09-08 10:29,0.01150,23,0,0,0,2,0,0,0,0,0,1,0,0,0,2,1,1,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,2,0,1,0,0,0,
2022-09-08 10:30,0.01400,28,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,2,1,1,0,2,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,4,
2022-09-08 10:31,0.00950,19,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,2,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,
2022-09-08 10:32,0.01100,22,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,2,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,
2022-09-08 10:33,0.00900,18,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,2,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,
2022-09-08 10:34,0.01350,27,0,2,0,0,0,0,1,0,1,0,0,0,1,2,0,0,0,0,0,1,2,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,2,0,1,
2022-09-08 10:35,0.01300,26,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,2,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,
2022-09-08 10:36,0.00700,14,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,
2022-09-08 10:37,0.01400,28,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,2,0,1,0,0,1,0,1,1,1,0,0,0,2,0,0,0,1,1,1,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,1,2,0,1,1,
2022-09-08 10:38,0.01000,20,0,0,0,0,2,3,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,
