GQ Geiger Muller Counter Data Logger
Date Time,mR/h,CPM,1s,2s,3s,4s,5s,6s,7s,8s,9s,10s,11s,12s,13s,14s,15s,16s,17s,18s,19s,20s,21s,22s,23s,24s,25s,26s,27s,28s,29s,30s,31s,32s,33s,34s,35s,36s,37s,38s,39s,40s,41s,42s,43s,44s,45s,46s,47s,48s,49s,50s,51s,52s,53s,54s,55s,56s,57s,58s,59s,60s,
2022-09-05 11:11,0.00950,19,0,0,1,0,0,2,1,1,1,0,0,0,0,2,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022-09-05 11:10,0.01000,20,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,2,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,
2022-09-05 10:58,0.01250,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,2,0,0,1,0,1,1,0,2,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,2,0,0,0,3,0,
2022-09-05 10:49,0.00950,19,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,2,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,
2022-09-05 10:48,0.00900,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,3,1,1,0,0,
2022-09-05 10:47,0.01350,27,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,0,0,0,1,0,1,0,2,1,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,2,0,0,0,1,1,2,0,0,1,2,1,0,0,0,0,1,0,0, Geiger Muller Counter Data Logger
